post_link,username,comment,timestamp
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"gue buka joki skripsi dari tahun kemarin, dan aman aman aja wkwkwk",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"praktik joki merupakan tindakan yang tidak etis dan merugikan. Meskipun ada berbagai alasan mengapa seseorang melakukan joki, tindakan ini tidak dapat dibenarkan. Untuk mencegah praktik joki, diperlukan kesadaran akan dampak negatifnya, penegakan hukum yang tegas, serta upaya untuk meningkatkan integritas dan etika dalam berbagai bidang kehidupan.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Rusaknya integritas akademik berdampak pada rusaknya integritas profesionalny di masa depan! Bukan hanya joki, obral gelar akademik juga marak dilakukan. Menyala terus Pendidikan Indonesia 🔥🔥🔥",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Teman2 saat kuliah di LN berbeda pandangan. Jangankan pakai joki.., mereka nyontek aja ga mau (bahkan disaat kunci jawaban dari kakak kelas yg ambil matkul itu di tahun lalu udah tersedia). Teman2 LN saat ga mengerti ttg assignment tsb, mereka prefer utk effort ke perpustakaan, tanya ke math lab centre, tanya ke writing centre, atau konsul ke dosennya. Dan setelah paham, assignment selesai & disubmit, mereka berharap bs dpt feedback dari dosennya utk bs mengevaluasi proses critical thinking mereka. Regardless the mark they score.
Pernah saat tugas belum disubmit tuh kita sama2 saling baca tugas dr teman2, saling cross-check, ketika tau jawabannya beda dengan teman2 (dan sepertinya jawaban teman lain itu lebih benar) mereka santai aja tuh. Ga yg buru2 ngehapus/benerin jawaban mereka supaya bisa dapat nilai bagus utk assignment itu.
Intinya sih mereka PEDE dg hasil karya mereka sendiri dan FULLY AWARE kalau sekolah itu adalah tahapan/proses untuk improving knowledge & kemampuan critical thinking mereka. Ketika dpt nilai jelek mereka paham bahwa ada aspek yg perlu dikembangkan di level tsb, sekaligus sign bahwa mereka belum saatnya utk naik ke level selanjutnya (misal dari level econometrics 1 ke econometrics 2).
Kalau teman2 kuliah di Indo cenderung ga pede dengan kemampuan mereka sendiri, makanya pada pakai joki & nyontek agar bs dapat nilai bagus, tapi semu. Dg begitu, temen2 di Indo melewatkan kesempatan utk mendapat feedback dari dosen ttg evaluasi proses belajar kita. Terjebak dalam vanity metrics.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Ngebaca komen2nya, ternyata banyak yg rusak ya nalarnya... joki itu penipuan loh mau gimanapun juga. Mau joki strava, ML atau apapun kek. Bedanya hanya di dampaknya aja. Joki entertain mah dampaknya ga besar, kecuali dimanfaatin buat hal serius kaya lomba. Kalo skripsi itu bahaya banget. Kredibilitas pengguna jasa orangnya yang bisa2 dipertanyakan, apalagi kalo si pengguna joki kerja di sektor strategis. Buahaya cooooyyyyy 😭😭😭",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Tapi gw ga setuju kalo lu bilang sistem pendidikan di indonesia ini udah dibagusin. Faktanya enggak girls, mungkin yang lu lihat cuma sekolah2 internasional aja yang emang pendidikannya bagus. Ga cuma soal akademik tapi juga soal karakter. Tapi di sekolah2 negri? Banyak guru yg masih ngebully muridnya. Banyak guru yg bolos ngajar. So gw ga se setuju itu apa yg lu bilang ttg pendidikan di Indonesia. Bahkan masuk SMA aja nih, sekarang bisa nyogok bos😂 jadi kalau mau disalahin dari awal ya salahin sistemnya, sistem dibentuk sama orang2 yg berkuasa",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Jujur aja ya kak. Untuk sekelas tesis dan sekelas disertasi juga banyak kak yg joki. Bahkan sampe jurnal sinta 2 dan sinta 3 jg buwanyak kak yg joki 😂😂,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"@vivianruijin yaa point nya disitu, mayoritas orang udh menormalisasi kan nembak sim padahal dampak nya berbahaya buat dia pribadi atau orang lain.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Di kantor juga banyak yang ngaku kerjaannya dia, tp padahal kerjaan org lain..ah..sial...terlalu berbahaya",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Dalihnya membuka lapangan pekerjaan (tambahan),2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Gw ada kenalan di WA, suka share jasa joki dimulai dgn ayat2 suci 😢",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"bikin konten tentang Binus dong dimana nyontek = DO, Korupsi gelar di cabut",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Salah satu golongan manusia yg bikin geleng2 liat pola berpikirnya adalah pengguna jasa joki tugas dan penjoki,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Di instagram aja ada akun joki skripsi tp kontennya malah edukasi kan ajaib🤣🤣🤣,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Habbit perjokian ini kurasa dimulai dari hal sekecil: klo adek dapet tugas prakarya misalnya. Ortu pasti nyuruh kakaknya yang buatin, karena kasian adek lah apa lah. Dari budaya yang begini, tanpa disadari kita menjebak adek tersayang kita
dalam siklus ketergantungan. Yang ternyata budaya ini berakhir jadi komoditas 🤣",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Sejatinya, joki adalah ghost writer",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Ngeliat video ini gua malah keinget kominfo🤣,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Nih kak orangnya @zenalabdnid yang suka jokiin skripsi org tapi sampe ""diajarin"" ke orangnya",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"simplenya gini, ambil satu kasus jika ada orang yg menempuh pendidikan dokter bedah, dan dia joki dalam proses belajar dan ujiannya, mampus ga tuh pasien kalo dokter yg menjokikan tugas dan tanggung jawab diberi ijin praktek itupun ijinnya hasil joki/joki pula 💀
.
joki dan calo adalah satu faktor penghancur sosial dan peradaban.
.
tapi kembali lagi joki dan calo yg sudah jadi budaya itu menjadi system dan yg seharusnya memberantas adalah semua elemen masyarakat terlebih yg punya kekuasaan dan kebijakan",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Dr bangku sekolah jg masi banyak issue soal katrol nilai, ini masuk joki ga si, wkw",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Maybe on the back of their mind, all joki users know it’s not fair. Tapi mereka butuh pembenaran buat diri mereka sendiri jg kaliya, lol whatever helps you sleep at night lah 🤣🤣🤣",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Gwa ada ngeliat orang yang ngumbar, karna nga punya waktu bikin skripsi jadinya cari joki. Sori ya gaes, bad news buat lu pada. Gwa dulu kerja 80 jam seminggu, belum lagi kuliah 20 jam seminggu. Bisa kok ngerjain skripsi 😂 ditemenin sama chatgpt untuk ngecek plagiat dan cek quotesnya. Bisa kok aku dapat juara untuk kompetisi meja hijau untuk seangkatan. Kalau mau itu bisa aja 🙄🙄🙄 kesel ngeliatin orang banyak alesan",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,sama kaya nembak sim ga si? yg sekarang ini udh kek lumrah banget,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Kesalahan kecil yg dinormalisasikan akan membuat masalah yg sebenernya besar menjadi kecil. Sehingga kesalahan besar yg jadi kecil inipun akhirnya dimaklumi juga🙂🙃. Cth: dulu sebandel2nya kita disekolah, sama guru tetep menaruh rasa hormat. Sekarang banyak murid sekolah dikelas ketika guru sedang ngajar malah makan2, ngobrol. Seperti ga ada rasa hormatnya kepada guru. Ketika kesalahan sekecil ini di normalisasikan, maka kesalahan besar seperti cth membentak, menghardik guru adalah masalah kecil dan akhirnya ujungnya ini hal yg normal. Saran sih pelajaran PMP dihidupkan lagi😁 setelah berganti nama moral ga pernah diajarin lagibkayaknya dilingkungan sekolah.😁",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"OMG thank you for speaking this up! Ada seorang teman yg sharing dimana dia mau bikin SIM dan SIM international di Indo.. dia bilang bahwa test-nya aja dikerjain sama pak polisi yg jaga.. katanya ""Mas udah duduk aja, semua udah dikerjain, mas tinggal bayar aja"" 🤯 padahal dia udah siap dan belajar lho karena SIM international akan dipakai utk nyetir BENERAN di luar negeri (di Eropa) dimana di Eropa semua orang yg punya SIM tau semua codes dan aturannya.. JUSTRU orang2 indo yg SIM-nya nembak (atau dipaksa nembak) ini yang bisa membahayakan diri mereka sendiri dan orang lain ketika mereka pergi dan nyetir di luar negeri. MIRIS sekali tau kalau aparat kepolisian yang seharusnya tegas dan menegakkan hukum, malah menjual joki dan malah membahayakan orang lain.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Soalnya pengguna jasa joki dan jokinya sendiri melihat ada loopholes dalam sistem pendidikan kita, dan harusnya yang bertanggung jawab adalah pembuat sistemnya (pemerintah/mentri), dari 20 tahun yang lalu sistemnya ga ada perubahan signifikan, makanya joki dan customernya akan selalu ada, toh ujung2nya juga yang dipakai skill kompetensi, bukan selembar kertas formalitas.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Gw dulu bikin skripsi sempet stuck, pusing berbulan-bulan, akhirnya minta ganti judul yang lebih mudah, disetujuin sama dospem, Alhamdulillah ga pernah nyoba joki. Buat kalian yang pakai jasa Joki emang alasannya apa sih? Kalian sibuk sama urusan di luar kampus? terus ngapain kuliah? kalian gabisa ngerjain skripsi? belajar sampai bisa, konsultasi sama teman yang temanya sama atau ganti judul yang gampang, atau kalau misalnya ada jalur kelulusan selain skripsi (misalnya ujian kompre) ambil aja jalur kompre. Jangan dibiasakan ambil jalan instan, kalau emang cape jalaninnya mending engga usah kuliah dari awal. Kuliah bayar mahal, kalau pakai uang sendiri gapapa",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"jujur pernahhh pake jasa untuk bab 4 pembahasan only. itu grgr gw udh overwhelmed bgt + deadline super mepet dan gw ngerasa udh hampir gila klo harus nyelesaiin sendiri (mungkin bisa2 gaakan tidur seminggu nonstop if that makes any sense) berujung gw pake jasa tsb dan gw tetep menyadari bahwa yg gw lakukan itu salah, gw melakukan ga lain ga bukan ya karna kondisinya ‘mau gimana lagi’ alias terpaksa. dan ujungnya apa😂 org kyk gw kyknya emg paling gabisa kalo kerjaan gw dibantu org, karna ternyata gw gak sreg sama isinya dan kurang puas. sebenernya oke aja, tapi gw typical org yg kalo ngerjain sesuatu harus sesuai bgt sm apa yg gw mau. ujung2nya gw kerjain lagi sendiri walaupun hampir gila grgr gada waktu buat istirahat. dan yaudh gw ikhlaskan aja fee yg udh gw bayar tsb (untungnya cuma utk 1 bab🫠)",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"pada akhirnya kebawa ke dunia kerja (kerjaan di vendorin, abis itu diakui kerja sendiri) 🫣",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Beberapa bulan yg lalu aku sempet baca kisah anak yg bapaknya murid berprestasi semasa sekolah tp gak punya ambisi utk sukses sedikit pun, sampe akhirnya sampe tua kerjaannya jadi joki, dan dia bertekad utk gak hidup seperti bapaknya. Aku miris banget bacanya, tp lebih shocked lagi krn ternyata di kolom komentar sangat banyak netizen yg belain bapaknya; gak semua org harus punya ambisi utk punya jabatan, bisa jadi kerja joki adl passion beliau, income joki tuh besar loh 1 job bisa jutaan, dll dll. Sangat miris to figure out kl ternyata joki itu dinilai normal dan boleh di Indonesia. 😢",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Penyedia jasanya pada pasang endorsement di influencer pula 🤣,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Kebayang udah pake joki trus jokinya pake AI pulakkk i🤣🤣🤣 GWS Indonesia cemasss 2045🔥🔥,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Gw tanya joki ke generasi boomer taunya joki 3in1 🤣😭,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"I think instead of Joki better use chatGPT to improve your assignments. Maybe you already write your manuscript, then use chatGPT to improve the wording or to paraphrase. Dan ini legal dan boleh aja dipake, selama memerhatikan ethics. Dan sebenernya banyak juga perusahaan2 jasa paraphrase dan improve wording gitu, dan itu normal dipake sama periset2 non-english speaking country karena mereka kesulitan dalam bahasa inggris sedangkan publikasinya ke jurnal internasional. Tapi ya dengan catatan, they already write their own manuscript in their native language. And in that case, i think it's okay to use their service. Idk",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Setelah sekian lama akhirnya ada juga yg speak up soal JOKI dalam Dunia Pendidikan.
Dengan Dunia Pendidikan yg penuh omong kosong ini, Bagaimana mungkin kita (Indonesia) bisa mengharapkan direalisasikannya UU Perampasan Aset ataupun Hukuman Mati bagi para Koruptor sedangkan Dunia Pendidikan kita, kita penuhi dengan Ketidakjujuran dan Kebohongan dengan cara
JOKI, PLAGIAT dan MANIPULASI.
Semoga tetap bersuara akan hal ini @abigailimuria 🙌🏼",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Indonesia CEMAS,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Flabbergasted sama yang nyamain antara joki dan EO buat event 🤯🤯,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Anak2 80an 90an sekolah bener2 ngandelin otak mentok2 nyontek. Ga ada istilah joki2an. Ngak heran zaman gw SD ada teman2 yg tinggal kelas bahkan sampe 3x. Krn emang lo naik kelas ya krn hasil otak! Ngapain di naikin klo di misalnya di kls 5 aja lo ngak bisa ngikutin?

Ga heran banyak org lulus kuliah tp gak ngerti apa2 krn selalu mengandalkan the power of Joki😂

Terjadi juga di pemerintahan, hny krn balas budi/jasa, org yg ga ngerti di bidang A tp dia di tempatkan di tempat itu. Hasilnya? Ya ancur.. (the wrong person in the right place)
😂😂😂",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,Bahkan ada yg dengan bangganya mengakui kalo tugasnya hasil joki,2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Itu karena basic economy law. Ada demand, dan secara otomatis supply akan muncul. Aku mantan pen-joki juga, awalnya ga mau coz I think the same as u are now, aku ngebantu orang untuk jadi bodoh. Tapi, temen-temen gw memang banyak yg gaptek, gw udah coba ajarin mereka cara pake Ms. Office family, sama beli aja akun turnitin sharing atau mau cek parafrase online. Tetep aja mereka ga paham, ujung-ujungnya mereka ga ada progress di skripsi mereka. Masalahnya adalah tidak semua anak didik itu pinter, dan paham apa yang harus dilakuin. Menyedihkan memang tapi itu fakta yg aku lihat secara langsung. Apalagi untuk kampus di daerah yang agak terbelakang. We all thought the same, we need to fix our human resource, better quality for education! But everyone asking and no one provides a frickin solution.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"You just found the tip of the iceberg of Indonesia. Ini makanya konten2 humor itu cocok bgt buat orang Indonesia, org2 ud pasrah dan butuh coping mechanism utk segala ke chaos an ini ha3",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Hal ga benar lainnya yg dinormalisasi: bribing the police kalo melanggar aturan, bayar calo utk pengurusan dokumen (if you’re still part of the corruption system, how can you condemn it?)",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Bukan cuma skripsi Kak, tapi ujian masuk universits negeri juga banyak yang kayak gitu kok menurutku.",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Ada 2 faktor 1. Mental, 2. Resource dan sistem pendidikan di Indo jelek, di negara maju dengan indeks pendidikan tinggi, joki ga laku, karena bagi students di sana tugas merupakan hal yang mudah dan dapat dipecahkan. Jadi teori suply deman ga berlaku. Bayangin aja pendidikan disini, teori 1. (Resource jelek) Dosen sama Guru ga pernah ngajar, murid disuruh buat soal sendiri dan ngekoreksi, terus siswanya banyakan jadi ga paham, pasti lari ya ke joki. 2. Teori 2 (resource bagus, tp mental jelek) pengen cepet sukses tapi ga mau ribet, dan memilih cara instant, plus ikut2 an temen. Kalau disekolah bagus yang rata2 siswanya pinter ga ada yg pake joki, mungkin pake les ada",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"Joki mah banyak, joki ujian, joki 3n1, joki pinjol, ampe joki strava",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"gw buka jasa joktug dan gw ga membenarkan samsek soalnya mau dliat dr manapun emg salah😭
dlu gw aktip bgt ngejoki tp alhamdulillah skrg udh nggak tlalu, itupun sbnrnya krna emg rill butuh duid dan blm ada krjaan lain, gw jg biasa nawarin jd tutor alias ngajarin bkn ngejokiin tp emg kbnykan pengennnyq lngsung jadi 😭😭😭☝️",2024-07-19T11:02:03.000Z
https://www.instagram.com/reel/C9mfPgmyJ8I/,abigailimuria,"gw dulu joki, sempet ada temen gw bikin artikel di jakartaglobe.. tahun 2011 kira2.. gw ga lanjut karna penghasilan kecil kebanyakan revisi2 rese n yg pake jasa gw beneran kek pengen tau hasil doang.. sama lah kek lu vendornya tapi customer lu pengen hasil doang.. sama aja setannya.. di dunia pervendoran skrg yg gw kerja juga gw selalu ga suka ama org yg pengen liat hasilnya doang, customer tai istilahnya",2024-07-19T11:02:03.000Z
